Player,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,+/-,MATCHUP
Brad Wanamaker,5.583333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,"JAN 19, 2019 - BOS @ ATL"
Jayson Tatum F,28.85,0.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,5.0,6.0,4.0,2.0,0.0,1.0,1.0,2.0,-6.0,"JAN 18, 2019 - BOS vs. MEM"
Marcus Morris Sr. F,24.983333333333334,4.0,12.0,33.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,1.0,1.0,2.0,8.0,-16.0,"JAN 18, 2019 - BOS vs. MEM"
Al Horford C,30.916666666666668,8.0,10.0,80.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,18.0,-1.0,"JAN 18, 2019 - BOS vs. MEM"
Marcus Smart G,29.05,7.0,9.0,77.8,6.0,8.0,75.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,2.0,3.0,1.0,3.0,20.0,23.0,"JAN 18, 2019 - BOS vs. MEM"
Kyrie Irving G,35.96666666666667,14.0,21.0,66.7,4.0,6.0,66.7,6.0,9.0,66.7,1.0,6.0,7.0,11.0,3.0,0.0,1.0,3.0,38.0,4.0,"JAN 18, 2019 - BOS vs. MEM"
Gordon Hayward,23.966666666666665,2.0,7.0,28.6,0.0,2.0,0.0,4.0,6.0,66.7,0.0,3.0,3.0,4.0,3.0,1.0,0.0,1.0,8.0,-7.0,"JAN 18, 2019 - BOS vs. MEM"
Jaylen Brown,21.0,4.0,7.0,57.1,2.0,4.0,50.0,2.0,2.0,100.0,0.0,6.0,6.0,1.0,3.0,0.0,2.0,1.0,12.0,8.0,"JAN 18, 2019 - BOS vs. MEM"
Terry Rozier,18.316666666666666,3.0,8.0,37.5,3.0,7.0,42.9,1.0,1.0,100.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,10.0,9.0,"JAN 18, 2019 - BOS vs. MEM"
Aron Baynes,22.766666666666666,2.0,6.0,33.3,0.0,1.0,0.0,2.0,2.0,100.0,7.0,5.0,12.0,1.0,2.0,0.0,3.0,4.0,6.0,21.0,"JAN 18, 2019 - BOS vs. MEM"
Guerschon Yabusele,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,"JAN 18, 2019 - BOS vs. MEM"
Daniel Theis,2.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,"JAN 18, 2019 - BOS vs. MEM"
Jayson Tatum F,31.266666666666666,6.0,16.0,37.5,1.0,3.0,33.3,3.0,3.0,100.0,3.0,7.0,10.0,2.0,1.0,0.0,1.0,2.0,16.0,4.0,"JAN 16, 2019 - BOS vs. TOR"
Marcus Morris Sr. F,24.916666666666668,2.0,9.0,22.2,1.0,3.0,33.3,1.0,1.0,100.0,2.0,6.0,8.0,0.0,1.0,0.0,0.0,5.0,6.0,-6.0,"JAN 16, 2019 - BOS vs. TOR"
Al Horford C,33.85,9.0,12.0,75.0,3.0,4.0,75.0,3.0,3.0,100.0,1.0,6.0,7.0,1.0,2.0,0.0,2.0,2.0,24.0,2.0,"JAN 16, 2019 - BOS vs. TOR"
Marcus Smart G,31.483333333333334,2.0,5.0,40.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,3.0,0.0,4.0,5.0,6.0,"JAN 16, 2019 - BOS vs. TOR"
Kyrie Irving G,37.96666666666667,11.0,19.0,57.9,3.0,6.0,50.0,2.0,2.0,100.0,2.0,3.0,5.0,18.0,7.0,1.0,1.0,4.0,27.0,4.0,"JAN 16, 2019 - BOS vs. TOR"
Gordon Hayward,24.366666666666667,8.0,13.0,61.5,2.0,5.0,40.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,2.0,1.0,3.0,18.0,10.0,"JAN 16, 2019 - BOS vs. TOR"
Jaylen Brown,22.983333333333334,2.0,9.0,22.2,1.0,3.0,33.3,2.0,4.0,50.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,2.0,7.0,10.0,"JAN 16, 2019 - BOS vs. TOR"
Terry Rozier,19.016666666666666,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,"JAN 16, 2019 - BOS vs. TOR"
Aron Baynes,14.15,4.0,5.0,80.0,1.0,1.0,100.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,1.0,0.0,0.0,2.0,9.0,7.0,"JAN 16, 2019 - BOS vs. TOR"
Jayson Tatum F,35.61666666666667,12.0,19.0,63.2,3.0,5.0,60.0,7.0,11.0,63.6,0.0,5.0,5.0,3.0,0.0,1.0,3.0,3.0,34.0,-13.0,"JAN 14, 2019 - BOS @ BKN"
Marcus Morris Sr. F,24.266666666666666,3.0,11.0,27.3,1.0,4.0,25.0,1.0,1.0,100.0,0.0,6.0,6.0,0.0,3.0,0.0,0.0,1.0,8.0,-15.0,"JAN 14, 2019 - BOS @ BKN"
Al Horford C,19.75,3.0,5.0,60.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,3.0,8.0,-4.0,"JAN 14, 2019 - BOS @ BKN"
Jaylen Brown G,32.38333333333333,9.0,18.0,50.0,2.0,6.0,33.3,2.0,3.0,66.7,2.0,4.0,6.0,0.0,0.0,2.0,1.0,4.0,22.0,14.0,"JAN 14, 2019 - BOS @ BKN"
Terry Rozier G,25.25,3.0,12.0,25.0,1.0,6.0,16.7,0.0,0.0,0.0,1.0,3.0,4.0,5.0,3.0,1.0,0.0,0.0,7.0,-11.0,"JAN 14, 2019 - BOS @ BKN"
Gordon Hayward,24.916666666666668,1.0,6.0,16.7,1.0,4.0,25.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,-22.0,"JAN 14, 2019 - BOS @ BKN"
Daniel Theis,18.433333333333334,1.0,2.0,50.0,0.0,1.0,0.0,3.0,4.0,75.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,3.0,5.0,5.0,"JAN 14, 2019 - BOS @ BKN"
Brad Wanamaker,25.833333333333332,4.0,11.0,36.4,3.0,7.0,42.9,2.0,2.0,100.0,1.0,2.0,3.0,4.0,1.0,2.0,0.0,3.0,13.0,11.0,"JAN 14, 2019 - BOS @ BKN"
Semi Ojeleye,11.2,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.0,"JAN 14, 2019 - BOS @ BKN"
Robert Williams III,9.816666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,-8.0,"JAN 14, 2019 - BOS @ BKN"
Guerschon Yabusele,12.533333333333333,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,14.0,"JAN 14, 2019 - BOS @ BKN"
Marcus Morris Sr. F,31.383333333333333,6.0,12.0,50.0,3.0,6.0,50.0,2.0,4.0,50.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,2.0,17.0,10.0,"JAN 12, 2019 - BOS @ ORL"
Jayson Tatum F,28.066666666666666,6.0,16.0,37.5,1.0,4.0,25.0,3.0,4.0,75.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,4.0,16.0,8.0,"JAN 12, 2019 - BOS @ ORL"
Al Horford C,30.216666666666665,5.0,10.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,4.0,2.0,4.0,1.0,2.0,10.0,21.0,"JAN 12, 2019 - BOS @ ORL"
Marcus Smart G,33.333333333333336,4.0,7.0,57.1,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,10.0,11.0,"JAN 12, 2019 - BOS @ ORL"
Kyrie Irving G,32.9,7.0,16.0,43.8,0.0,5.0,0.0,11.0,13.0,84.6,0.0,5.0,5.0,6.0,1.0,2.0,1.0,0.0,25.0,13.0,"JAN 12, 2019 - BOS @ ORL"
Gordon Hayward,25.2,3.0,9.0,33.3,0.0,3.0,0.0,2.0,5.0,40.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,8.0,-11.0,"JAN 12, 2019 - BOS @ ORL"
Robert Williams III,2.2333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-8.0,"JAN 12, 2019 - BOS @ ORL"
Jaylen Brown,23.95,5.0,9.0,55.6,2.0,3.0,66.7,1.0,2.0,50.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,4.0,13.0,-18.0,"JAN 12, 2019 - BOS @ ORL"
Terry Rozier,17.05,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,-20.0,"JAN 12, 2019 - BOS @ ORL"
Daniel Theis,15.666666666666666,2.0,6.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,-16.0,"JAN 12, 2019 - BOS @ ORL"
Jayson Tatum F,31.616666666666667,4.0,11.0,36.4,2.0,4.0,50.0,7.0,7.0,100.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,17.0,-11.0,"JAN 10, 2019 - BOS @ MIA"
Marcus Morris Sr. F,28.733333333333334,7.0,13.0,53.8,3.0,5.0,60.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,0.0,1.0,2.0,0.0,17.0,3.0,"JAN 10, 2019 - BOS @ MIA"
Al Horford C,23.183333333333334,1.0,8.0,12.5,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,2.0,0.0,1.0,2.0,2.0,-26.0,"JAN 10, 2019 - BOS @ MIA"
Marcus Smart G,33.083333333333336,5.0,10.0,50.0,4.0,8.0,50.0,4.0,5.0,80.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,18.0,-3.0,"JAN 10, 2019 - BOS @ MIA"
Kyrie Irving G,34.71666666666667,10.0,19.0,52.6,2.0,6.0,33.3,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,1.0,1.0,2.0,22.0,-11.0,"JAN 10, 2019 - BOS @ MIA"
Gordon Hayward,20.133333333333333,3.0,7.0,42.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,-20.0,"JAN 10, 2019 - BOS @ MIA"
Daniel Theis,13.05,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,-5.0,"JAN 10, 2019 - BOS @ MIA"
Terry Rozier,16.75,1.0,8.0,12.5,0.0,3.0,0.0,2.0,2.0,100.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,4.0,-9.0,"JAN 10, 2019 - BOS @ MIA"
Jaylen Brown,13.85,1.0,5.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,-5.0,"JAN 10, 2019 - BOS @ MIA"
Robert Williams III,14.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,15.0,"JAN 10, 2019 - BOS @ MIA"
Semi Ojeleye,5.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.0,"JAN 10, 2019 - BOS @ MIA"
Guerschon Yabusele,2.533333333333333,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,"JAN 10, 2019 - BOS @ MIA"
Brad Wanamaker,2.533333333333333,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,"JAN 10, 2019 - BOS @ MIA"
Jayson Tatum F,25.25,9.0,15.0,60.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,20.0,17.0,"JAN 09, 2019 - BOS vs. IND"
Marcus Morris Sr. F,23.416666666666668,6.0,8.0,75.0,3.0,3.0,100.0,7.0,7.0,100.0,2.0,6.0,8.0,2.0,0.0,0.0,0.0,1.0,22.0,18.0,"JAN 09, 2019 - BOS vs. IND"
Al Horford C,18.233333333333334,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,1.0,1.0,0.0,4.0,6.0,19.0,"JAN 09, 2019 - BOS vs. IND"
Marcus Smart G,22.25,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,14.0,"JAN 09, 2019 - BOS vs. IND"
Kyrie Irving G,23.983333333333334,5.0,9.0,55.6,1.0,2.0,50.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,12.0,16.0,"JAN 09, 2019 - BOS vs. IND"
Gordon Hayward,22.05,5.0,7.0,71.4,2.0,2.0,100.0,2.0,3.0,66.7,0.0,5.0,5.0,4.0,4.0,1.0,0.0,3.0,14.0,13.0,"JAN 09, 2019 - BOS vs. IND"
Daniel Theis,17.766666666666666,4.0,7.0,57.1,0.0,2.0,0.0,4.0,4.0,100.0,3.0,3.0,6.0,1.0,0.0,0.0,2.0,3.0,12.0,6.0,"JAN 09, 2019 - BOS vs. IND"
Jaylen Brown,28.733333333333334,7.0,12.0,58.3,2.0,5.0,40.0,6.0,8.0,75.0,0.0,7.0,7.0,3.0,0.0,1.0,1.0,4.0,22.0,14.0,"JAN 09, 2019 - BOS vs. IND"
Terry Rozier,19.983333333333334,4.0,8.0,50.0,3.0,5.0,60.0,1.0,1.0,100.0,1.0,4.0,5.0,5.0,1.0,0.0,0.0,1.0,12.0,15.0,"JAN 09, 2019 - BOS vs. IND"
Semi Ojeleye,14.0,1.0,5.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,"JAN 09, 2019 - BOS vs. IND"
Robert Williams III,12.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,6.0,2.0,"JAN 09, 2019 - BOS vs. IND"
Brad Wanamaker,6.166666666666667,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,-3.0,"JAN 09, 2019 - BOS vs. IND"
Guerschon Yabusele,6.166666666666667,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,-3.0,"JAN 09, 2019 - BOS vs. IND"
Jayson Tatum F,26.95,5.0,12.0,41.7,2.0,6.0,33.3,4.0,4.0,100.0,0.0,4.0,4.0,4.0,0.0,2.0,0.0,1.0,16.0,17.0,"JAN 07, 2019 - BOS vs. BKN"
Marcus Morris Sr. F,26.016666666666666,4.0,10.0,40.0,3.0,6.0,50.0,1.0,2.0,50.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,12.0,0.0,"JAN 07, 2019 - BOS vs. BKN"
Al Horford C,24.366666666666667,6.0,7.0,85.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,5.0,1.0,1.0,1.0,0.0,12.0,9.0,"JAN 07, 2019 - BOS vs. BKN"
Marcus Smart G,27.216666666666665,4.0,10.0,40.0,4.0,8.0,50.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,2.0,2.0,0.0,1.0,12.0,8.0,"JAN 07, 2019 - BOS vs. BKN"
Kyrie Irving G,27.833333333333332,8.0,16.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,3.0,0.0,3.0,17.0,8.0,"JAN 07, 2019 - BOS vs. BKN"
Gordon Hayward,25.966666666666665,4.0,10.0,40.0,2.0,5.0,40.0,2.0,3.0,66.7,1.0,3.0,4.0,2.0,4.0,1.0,0.0,4.0,12.0,11.0,"JAN 07, 2019 - BOS vs. BKN"
Jaylen Brown,23.516666666666666,2.0,6.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,4.0,0.0,0.0,5.0,4.0,15.0,"JAN 07, 2019 - BOS vs. BKN"
Terry Rozier,19.9,5.0,10.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,10.0,19.0,"JAN 07, 2019 - BOS vs. BKN"
Daniel Theis,19.333333333333332,5.0,6.0,83.3,0.0,0.0,0.0,1.0,1.0,100.0,3.0,5.0,8.0,2.0,0.0,0.0,0.0,3.0,11.0,17.0,"JAN 07, 2019 - BOS vs. BKN"
Semi Ojeleye,5.6,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,"JAN 07, 2019 - BOS vs. BKN"
Brad Wanamaker,4.433333333333334,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,"JAN 07, 2019 - BOS vs. BKN"
Guerschon Yabusele,4.433333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"JAN 07, 2019 - BOS vs. BKN"
Robert Williams III,4.433333333333334,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,"JAN 07, 2019 - BOS vs. BKN"
Jaylen Brown F,27.35,9.0,15.0,60.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,4.0,21.0,20.0,"JAN 04, 2019 - BOS vs. DAL"
Jayson Tatum F,31.2,7.0,21.0,33.3,4.0,11.0,36.4,0.0,0.0,0.0,1.0,5.0,6.0,0.0,2.0,1.0,0.0,2.0,18.0,3.0,"JAN 04, 2019 - BOS vs. DAL"
Al Horford C,24.9,4.0,10.0,40.0,2.0,3.0,66.7,0.0,0.0,0.0,3.0,5.0,8.0,8.0,1.0,2.0,0.0,1.0,10.0,1.0,"JAN 04, 2019 - BOS vs. DAL"
Marcus Smart G,32.05,6.0,11.0,54.5,5.0,8.0,62.5,0.0,0.0,0.0,3.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,17.0,1.0,"JAN 04, 2019 - BOS vs. DAL"
Terry Rozier G,27.716666666666665,2.0,9.0,22.2,2.0,7.0,28.6,2.0,2.0,100.0,1.0,4.0,5.0,7.0,0.0,1.0,1.0,0.0,8.0,11.0,"JAN 04, 2019 - BOS vs. DAL"
Gordon Hayward,30.133333333333333,6.0,15.0,40.0,2.0,6.0,33.3,2.0,2.0,100.0,4.0,7.0,11.0,8.0,2.0,0.0,1.0,2.0,16.0,6.0,"JAN 04, 2019 - BOS vs. DAL"
Daniel Theis,23.1,2.0,4.0,50.0,1.0,1.0,100.0,3.0,4.0,75.0,1.0,12.0,13.0,3.0,2.0,1.0,2.0,2.0,8.0,20.0,"JAN 04, 2019 - BOS vs. DAL"
Brad Wanamaker,21.95,3.0,6.0,50.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,3.0,0.0,1.0,8.0,13.0,"JAN 04, 2019 - BOS vs. DAL"
Semi Ojeleye,16.8,3.0,5.0,60.0,1.0,3.0,33.3,1.0,2.0,50.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,8.0,18.0,"JAN 04, 2019 - BOS vs. DAL"
PJ Dozier,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"JAN 04, 2019 - BOS vs. DAL"
Guerschon Yabusele,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"JAN 04, 2019 - BOS vs. DAL"
Jayson Tatum F,31.483333333333334,3.0,11.0,27.3,0.0,3.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,8.0,22.0,"JAN 02, 2019 - BOS vs. MIN"
Marcus Morris Sr. F,23.516666666666666,3.0,9.0,33.3,2.0,7.0,28.6,4.0,5.0,80.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,12.0,3.0,"JAN 02, 2019 - BOS vs. MIN"
Al Horford C,23.483333333333334,7.0,9.0,77.8,1.0,2.0,50.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,0.0,2.0,1.0,15.0,11.0,"JAN 02, 2019 - BOS vs. MIN"
Marcus Smart G,22.25,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,2.0,2.0,0.0,1.0,2.0,17.0,"JAN 02, 2019 - BOS vs. MIN"
Terry Rozier G,32.45,6.0,10.0,60.0,2.0,5.0,40.0,2.0,2.0,100.0,0.0,3.0,3.0,5.0,2.0,5.0,1.0,0.0,16.0,3.0,"JAN 02, 2019 - BOS vs. MIN"
Gordon Hayward,31.583333333333332,14.0,18.0,77.8,4.0,7.0,57.1,3.0,3.0,100.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,35.0,-7.0,"JAN 02, 2019 - BOS vs. MIN"
Guerschon Yabusele,11.116666666666667,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,4.0,-6.0,"JAN 02, 2019 - BOS vs. MIN"
Jaylen Brown,29.066666666666666,4.0,7.0,57.1,1.0,2.0,50.0,1.0,2.0,50.0,0.0,5.0,5.0,2.0,5.0,1.0,1.0,5.0,10.0,13.0,"JAN 02, 2019 - BOS vs. MIN"
Semi Ojeleye,18.4,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,5.0,7.0,"JAN 02, 2019 - BOS vs. MIN"
Daniel Theis,13.633333333333333,3.0,4.0,75.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,3.0,4.0,3.0,0.0,0.0,2.0,3.0,8.0,8.0,"JAN 02, 2019 - BOS vs. MIN"
Brad Wanamaker,2.783333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,"JAN 02, 2019 - BOS vs. MIN"
PJ Dozier,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"JAN 02, 2019 - BOS vs. MIN"
Jayson Tatum F,35.1,6.0,14.0,42.9,0.0,5.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,1.0,2.0,0.0,2.0,3.0,12.0,-4.0,"DEC 31, 2018 - BOS @ SAS"
Marcus Morris Sr. F,28.133333333333333,7.0,13.0,53.8,2.0,3.0,66.7,2.0,3.0,66.7,0.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,18.0,-3.0,"DEC 31, 2018 - BOS @ SAS"
Al Horford C,25.183333333333334,4.0,7.0,57.1,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,9.0,-4.0,"DEC 31, 2018 - BOS @ SAS"
Marcus Smart G,26.966666666666665,3.0,5.0,60.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,7.0,-13.0,"DEC 31, 2018 - BOS @ SAS"
Kyrie Irving G,28.75,7.0,14.0,50.0,1.0,5.0,20.0,1.0,2.0,50.0,1.0,2.0,3.0,8.0,3.0,2.0,0.0,0.0,16.0,-16.0,"DEC 31, 2018 - BOS @ SAS"
Daniel Theis,18.966666666666665,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,1.0,0.0,1.0,4.0,4.0,-2.0,"DEC 31, 2018 - BOS @ SAS"
Gordon Hayward,21.983333333333334,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,-2.0,"DEC 31, 2018 - BOS @ SAS"
Jaylen Brown,30.983333333333334,10.0,15.0,66.7,3.0,5.0,60.0,7.0,8.0,87.5,1.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,30.0,-2.0,"DEC 31, 2018 - BOS @ SAS"
Terry Rozier,20.083333333333332,4.0,9.0,44.4,4.0,6.0,66.7,3.0,5.0,60.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,15.0,4.0,"DEC 31, 2018 - BOS @ SAS"
Guerschon Yabusele,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,-3.0,"DEC 31, 2018 - BOS @ SAS"
Jayson Tatum F,29.483333333333334,3.0,6.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,7.0,8.0,5.0,2.0,4.0,1.0,2.0,7.0,9.0,"DEC 29, 2018 - BOS @ MEM"
Marcus Morris Sr. F,33.083333333333336,7.0,13.0,53.8,4.0,9.0,44.4,4.0,4.0,100.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,22.0,6.0,"DEC 29, 2018 - BOS @ MEM"
Al Horford C,23.266666666666666,6.0,12.0,50.0,5.0,7.0,71.4,1.0,1.0,100.0,2.0,4.0,6.0,3.0,3.0,0.0,1.0,1.0,18.0,8.0,"DEC 29, 2018 - BOS @ MEM"
Marcus Smart G,28.166666666666668,3.0,7.0,42.9,1.0,3.0,33.3,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,8.0,7.0,"DEC 29, 2018 - BOS @ MEM"
Kyrie Irving G,34.86666666666667,8.0,16.0,50.0,2.0,4.0,50.0,8.0,8.0,100.0,1.0,3.0,4.0,13.0,4.0,1.0,0.0,4.0,26.0,14.0,"DEC 29, 2018 - BOS @ MEM"
Daniel Theis,5.683333333333334,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-6.0,"DEC 29, 2018 - BOS @ MEM"
Gordon Hayward,26.616666666666667,6.0,11.0,54.5,1.0,4.0,25.0,1.0,1.0,100.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,14.0,8.0,"DEC 29, 2018 - BOS @ MEM"
