Player,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,+/-,MATCHUP
Semi Ojeleye,2.183333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"MAR 14, 2019 - BOS vs. SAC"
Robert Williams III,6.65,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,"MAR 14, 2019 - BOS vs. SAC"
Jaylen Brown F,31.233333333333334,9.0,13.0,69.2,3.0,5.0,60.0,1.0,2.0,50.0,1.0,6.0,7.0,0.0,0.0,3.0,0.0,1.0,22.0,-12.0,"MAR 11, 2019 - BOS @ LAC"
Marcus Morris Sr. F,24.65,3.0,9.0,33.3,1.0,4.0,25.0,4.0,4.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,11.0,-18.0,"MAR 11, 2019 - BOS @ LAC"
Al Horford C,25.55,5.0,12.0,41.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,10.0,-7.0,"MAR 11, 2019 - BOS @ LAC"
Marcus Smart G,26.516666666666666,3.0,5.0,60.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,8.0,-12.0,"MAR 11, 2019 - BOS @ LAC"
Kyrie Irving G,33.733333333333334,8.0,17.0,47.1,2.0,7.0,28.6,0.0,0.0,0.0,0.0,2.0,2.0,11.0,4.0,1.0,0.0,4.0,18.0,-21.0,"MAR 11, 2019 - BOS @ LAC"
Gordon Hayward,21.95,3.0,7.0,42.9,1.0,1.0,100.0,1.0,2.0,50.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,8.0,-20.0,"MAR 11, 2019 - BOS @ LAC"
Terry Rozier,25.75,10.0,14.0,71.4,6.0,9.0,66.7,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,26.0,-8.0,"MAR 11, 2019 - BOS @ LAC"
Aron Baynes,9.133333333333333,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,-10.0,"MAR 11, 2019 - BOS @ LAC"
Semi Ojeleye,17.566666666666666,1.0,3.0,33.3,0.0,1.0,0.0,2.0,4.0,50.0,3.0,1.0,4.0,0.0,3.0,0.0,0.0,2.0,4.0,-15.0,"MAR 11, 2019 - BOS @ LAC"
Daniel Theis,8.933333333333334,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,-8.0,"MAR 11, 2019 - BOS @ LAC"
Guerschon Yabusele,5.316666666666666,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,"MAR 11, 2019 - BOS @ LAC"
Brad Wanamaker,5.316666666666666,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,"MAR 11, 2019 - BOS @ LAC"
Robert Williams III,4.383333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"MAR 11, 2019 - BOS @ LAC"
Jayson Tatum F,26.716666666666665,2.0,7.0,28.6,0.0,2.0,0.0,2.0,2.0,100.0,0.0,5.0,5.0,5.0,3.0,1.0,0.0,3.0,6.0,1.0,"MAR 09, 2019 - BOS @ LAL"
Marcus Morris Sr. F,26.85,7.0,16.0,43.8,1.0,6.0,16.7,1.0,2.0,50.0,1.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,16.0,11.0,"MAR 09, 2019 - BOS @ LAL"
Al Horford C,27.866666666666667,4.0,6.0,66.7,0.0,1.0,0.0,2.0,2.0,100.0,2.0,6.0,8.0,4.0,3.0,0.0,0.0,2.0,10.0,11.0,"MAR 09, 2019 - BOS @ LAL"
Marcus Smart G,29.05,6.0,8.0,75.0,4.0,6.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,2.0,0.0,3.0,16.0,7.0,"MAR 09, 2019 - BOS @ LAL"
Kyrie Irving G,34.766666666666666,12.0,18.0,66.7,5.0,8.0,62.5,1.0,1.0,100.0,1.0,6.0,7.0,5.0,1.0,2.0,2.0,2.0,30.0,14.0,"MAR 09, 2019 - BOS @ LAL"
Jaylen Brown,20.666666666666668,3.0,12.0,25.0,1.0,6.0,16.7,1.0,1.0,100.0,0.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,8.0,4.0,"MAR 09, 2019 - BOS @ LAL"
Gordon Hayward,29.766666666666666,6.0,8.0,75.0,1.0,3.0,33.3,2.0,4.0,50.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,15.0,14.0,"MAR 09, 2019 - BOS @ LAL"
Aron Baynes,16.283333333333335,3.0,5.0,60.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,7.0,6.0,"MAR 09, 2019 - BOS @ LAL"
Terry Rozier,18.95,4.0,8.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,10.0,6.0,"MAR 09, 2019 - BOS @ LAL"
Daniel Theis,3.85,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,"MAR 09, 2019 - BOS @ LAL"
Brad Wanamaker,1.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,"MAR 09, 2019 - BOS @ LAL"
Semi Ojeleye,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,"MAR 09, 2019 - BOS @ LAL"
Guerschon Yabusele,1.5333333333333334,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-3.0,"MAR 09, 2019 - BOS @ LAL"
Jayson Tatum F,33.31666666666667,8.0,17.0,47.1,2.0,4.0,50.0,6.0,6.0,100.0,0.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,24.0,11.0,"MAR 06, 2019 - BOS @ SAC"
Marcus Morris Sr. F,33.21666666666667,7.0,16.0,43.8,3.0,8.0,37.5,2.0,2.0,100.0,1.0,4.0,5.0,4.0,1.0,0.0,0.0,3.0,19.0,-4.0,"MAR 06, 2019 - BOS @ SAC"
Al Horford C,30.866666666666667,8.0,10.0,80.0,1.0,2.0,50.0,4.0,4.0,100.0,1.0,10.0,11.0,7.0,3.0,1.0,1.0,2.0,21.0,18.0,"MAR 06, 2019 - BOS @ SAC"
Marcus Smart G,30.833333333333332,2.0,6.0,33.3,1.0,3.0,33.3,4.0,4.0,100.0,0.0,3.0,3.0,5.0,3.0,5.0,0.0,2.0,9.0,5.0,"MAR 06, 2019 - BOS @ SAC"
Terry Rozier G,31.966666666666665,6.0,13.0,46.2,4.0,10.0,40.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,2.0,0.0,2.0,16.0,4.0,"MAR 06, 2019 - BOS @ SAC"
Jaylen Brown,23.15,3.0,6.0,50.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,10.0,-8.0,"MAR 06, 2019 - BOS @ SAC"
Gordon Hayward,29.016666666666666,6.0,10.0,60.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,5.0,3.0,1.0,0.0,4.0,12.0,0.0,"MAR 06, 2019 - BOS @ SAC"
Aron Baynes,8.683333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,-13.0,"MAR 06, 2019 - BOS @ SAC"
Semi Ojeleye,13.65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,"MAR 06, 2019 - BOS @ SAC"
Daniel Theis,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,-6.0,"MAR 06, 2019 - BOS @ SAC"
Jayson Tatum F,27.1,6.0,13.0,46.2,1.0,3.0,33.3,4.0,4.0,100.0,0.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,17.0,4.0,"MAR 05, 2019 - BOS @ GSW"
Marcus Morris Sr. F,17.45,4.0,8.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,10.0,4.0,"MAR 05, 2019 - BOS @ GSW"
Al Horford C,21.766666666666666,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,3.0,5.0,11.0,"MAR 05, 2019 - BOS @ GSW"
Marcus Smart G,25.1,4.0,9.0,44.4,1.0,5.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,1.0,9.0,8.0,"MAR 05, 2019 - BOS @ GSW"
Kyrie Irving G,30.066666666666666,7.0,15.0,46.7,2.0,5.0,40.0,3.0,4.0,75.0,1.0,4.0,5.0,11.0,3.0,2.0,0.0,3.0,19.0,20.0,"MAR 05, 2019 - BOS @ GSW"
Jaylen Brown,27.05,8.0,16.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,3.0,18.0,23.0,"MAR 05, 2019 - BOS @ GSW"
Aron Baynes,14.333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,"MAR 05, 2019 - BOS @ GSW"
Gordon Hayward,27.766666666666666,12.0,16.0,75.0,4.0,6.0,66.7,2.0,2.0,100.0,1.0,6.0,7.0,4.0,0.0,2.0,0.0,1.0,30.0,32.0,"MAR 05, 2019 - BOS @ GSW"
Terry Rozier,22.9,3.0,7.0,42.9,0.0,2.0,0.0,3.0,3.0,100.0,0.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,9.0,25.0,"MAR 05, 2019 - BOS @ GSW"
Daniel Theis,11.9,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,3.0,1.0,4.0,4.0,1.0,0.0,2.0,1.0,2.0,15.0,"MAR 05, 2019 - BOS @ GSW"
Semi Ojeleye,6.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,"MAR 05, 2019 - BOS @ GSW"
Brad Wanamaker,5.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,"MAR 05, 2019 - BOS @ GSW"
Guerschon Yabusele,3.5,2.0,3.0,66.7,1.0,1.0,100.0,2.0,2.0,100.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,"MAR 05, 2019 - BOS @ GSW"
Jayson Tatum F,35.06666666666667,5.0,15.0,33.3,1.0,4.0,25.0,1.0,2.0,50.0,0.0,5.0,5.0,2.0,0.0,1.0,0.0,4.0,12.0,-3.0,"MAR 03, 2019 - BOS vs. HOU"
Marcus Morris Sr. F,17.566666666666666,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,-15.0,"MAR 03, 2019 - BOS vs. HOU"
Al Horford C,30.933333333333334,7.0,8.0,87.5,1.0,2.0,50.0,4.0,4.0,100.0,2.0,4.0,6.0,2.0,1.0,0.0,0.0,1.0,19.0,-10.0,"MAR 03, 2019 - BOS vs. HOU"
Marcus Smart G,35.81666666666667,4.0,8.0,50.0,3.0,6.0,50.0,7.0,7.0,100.0,2.0,2.0,4.0,6.0,2.0,1.0,0.0,3.0,18.0,-20.0,"MAR 03, 2019 - BOS vs. HOU"
Kyrie Irving G,35.516666666666666,7.0,11.0,63.6,3.0,5.0,60.0,7.0,8.0,87.5,0.0,9.0,9.0,6.0,4.0,0.0,0.0,3.0,24.0,-17.0,"MAR 03, 2019 - BOS vs. HOU"
Jaylen Brown,28.383333333333333,7.0,13.0,53.8,0.0,4.0,0.0,1.0,1.0,100.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,5.0,15.0,5.0,"MAR 03, 2019 - BOS vs. HOU"
Gordon Hayward,17.8,3.0,7.0,42.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,"MAR 03, 2019 - BOS vs. HOU"
Aron Baynes,12.116666666666667,1.0,4.0,25.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,4.0,-1.0,"MAR 03, 2019 - BOS vs. HOU"
Terry Rozier,18.333333333333332,2.0,7.0,28.6,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,-1.0,"MAR 03, 2019 - BOS vs. HOU"
Daniel Theis,8.466666666666667,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,7.0,"MAR 03, 2019 - BOS vs. HOU"
Jayson Tatum F,31.3,4.0,13.0,30.8,0.0,5.0,0.0,2.0,2.0,100.0,2.0,6.0,8.0,3.0,4.0,5.0,0.0,2.0,10.0,20.0,"MAR 01, 2019 - BOS vs. WAS"
Marcus Morris Sr. F,27.45,7.0,17.0,41.2,3.0,11.0,27.3,0.0,2.0,0.0,2.0,7.0,9.0,0.0,1.0,0.0,1.0,1.0,17.0,3.0,"MAR 01, 2019 - BOS vs. WAS"
Al Horford C,29.183333333333334,7.0,11.0,63.6,0.0,0.0,0.0,4.0,5.0,80.0,1.0,5.0,6.0,3.0,0.0,1.0,1.0,1.0,18.0,19.0,"MAR 01, 2019 - BOS vs. WAS"
Marcus Smart G,30.466666666666665,6.0,7.0,85.7,4.0,4.0,100.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,16.0,11.0,"MAR 01, 2019 - BOS vs. WAS"
Kyrie Irving G,33.483333333333334,6.0,15.0,40.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,6.0,6.0,12.0,1.0,0.0,0.0,5.0,13.0,11.0,"MAR 01, 2019 - BOS vs. WAS"
Jaylen Brown,26.75,4.0,13.0,30.8,1.0,6.0,16.7,4.0,4.0,100.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,"MAR 01, 2019 - BOS vs. WAS"
Gordon Hayward,24.15,0.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,75.0,1.0,3.0,4.0,4.0,3.0,0.0,1.0,2.0,3.0,1.0,"MAR 01, 2019 - BOS vs. WAS"
Daniel Theis,18.05,5.0,9.0,55.6,1.0,3.0,33.3,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,2.0,0.0,3.0,11.0,-6.0,"MAR 01, 2019 - BOS vs. WAS"
Terry Rozier,18.416666666666668,3.0,7.0,42.9,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,6.0,-3.0,"MAR 01, 2019 - BOS vs. WAS"
Robert Williams III,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,"MAR 01, 2019 - BOS vs. WAS"
Jayson Tatum F,35.06666666666667,6.0,11.0,54.5,0.0,2.0,0.0,2.0,2.0,100.0,0.0,4.0,4.0,0.0,4.0,1.0,0.0,2.0,14.0,-14.0,"FEB 27, 2019 - BOS vs. POR"
Marcus Morris Sr. F,29.716666666666665,3.0,10.0,30.0,0.0,6.0,0.0,2.0,2.0,100.0,1.0,6.0,7.0,1.0,1.0,0.0,0.0,3.0,8.0,-8.0,"FEB 27, 2019 - BOS vs. POR"
Al Horford C,35.95,6.0,16.0,37.5,1.0,7.0,14.3,0.0,0.0,0.0,1.0,4.0,5.0,5.0,3.0,1.0,2.0,4.0,13.0,-1.0,"FEB 27, 2019 - BOS vs. POR"
Marcus Smart G,36.18333333333333,5.0,8.0,62.5,1.0,3.0,33.3,2.0,3.0,66.7,2.0,4.0,6.0,5.0,1.0,2.0,0.0,3.0,13.0,-9.0,"FEB 27, 2019 - BOS vs. POR"
Kyrie Irving G,35.06666666666667,14.0,24.0,58.3,3.0,5.0,60.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0,4.0,0.0,1.0,3.0,31.0,-10.0,"FEB 27, 2019 - BOS vs. POR"
Jaylen Brown,30.233333333333334,5.0,9.0,55.6,0.0,3.0,0.0,0.0,1.0,0.0,1.0,9.0,10.0,1.0,1.0,1.0,0.0,2.0,10.0,8.0,"FEB 27, 2019 - BOS vs. POR"
Gordon Hayward,27.3,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,50.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,3.0,13.0,"FEB 27, 2019 - BOS vs. POR"
Daniel Theis,10.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,-2.0,"FEB 27, 2019 - BOS vs. POR"
Robert Williams III,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,"FEB 27, 2019 - BOS vs. POR"
Jayson Tatum F,24.4,5.0,10.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,2.0,5.0,7.0,1.0,2.0,0.0,0.0,3.0,11.0,-8.0,"FEB 26, 2019 - BOS @ TOR"
Marcus Morris Sr. F,26.35,6.0,14.0,42.9,1.0,5.0,20.0,4.0,6.0,66.7,1.0,5.0,6.0,1.0,2.0,0.0,0.0,2.0,17.0,-24.0,"FEB 26, 2019 - BOS @ TOR"
Al Horford C,24.116666666666667,4.0,10.0,40.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,8.0,-16.0,"FEB 26, 2019 - BOS @ TOR"
Marcus Smart G,23.633333333333333,1.0,5.0,20.0,1.0,2.0,50.0,2.0,2.0,100.0,2.0,2.0,4.0,2.0,3.0,1.0,0.0,3.0,5.0,-25.0,"FEB 26, 2019 - BOS @ TOR"
Kyrie Irving G,27.833333333333332,3.0,10.0,30.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,3.0,4.0,5.0,1.0,1.0,0.0,2.0,7.0,-10.0,"FEB 26, 2019 - BOS @ TOR"
Gordon Hayward,22.9,2.0,8.0,25.0,0.0,3.0,0.0,5.0,5.0,100.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,-7.0,"FEB 26, 2019 - BOS @ TOR"
Daniel Theis,8.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,"FEB 26, 2019 - BOS @ TOR"
Jaylen Brown,22.183333333333334,3.0,8.0,37.5,0.0,2.0,0.0,4.0,5.0,80.0,0.0,8.0,8.0,4.0,3.0,4.0,0.0,5.0,10.0,-13.0,"FEB 26, 2019 - BOS @ TOR"
Terry Rozier,22.25,3.0,8.0,37.5,1.0,3.0,33.3,4.0,4.0,100.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,11.0,-11.0,"FEB 26, 2019 - BOS @ TOR"
Robert Williams III,19.8,3.0,4.0,75.0,0.0,0.0,0.0,2.0,2.0,100.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,8.0,-7.0,"FEB 26, 2019 - BOS @ TOR"
Semi Ojeleye,13.2,1.0,3.0,33.3,1.0,3.0,33.3,1.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,6.0,"FEB 26, 2019 - BOS @ TOR"
Guerschon Yabusele,4.65,2.0,5.0,40.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,"FEB 26, 2019 - BOS @ TOR"
Jayson Tatum F,31.466666666666665,5.0,9.0,55.6,1.0,1.0,100.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,-6.0,"FEB 23, 2019 - BOS @ CHI"
Marcus Morris Sr. F,28.45,4.0,11.0,36.4,1.0,4.0,25.0,3.0,4.0,75.0,2.0,4.0,6.0,1.0,0.0,1.0,0.0,3.0,12.0,-9.0,"FEB 23, 2019 - BOS @ CHI"
Al Horford C,30.166666666666668,9.0,15.0,60.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,19.0,-4.0,"FEB 23, 2019 - BOS @ CHI"
Marcus Smart G,30.116666666666667,2.0,3.0,66.7,0.0,1.0,0.0,2.0,4.0,50.0,2.0,4.0,6.0,5.0,1.0,1.0,0.0,2.0,6.0,-5.0,"FEB 23, 2019 - BOS @ CHI"
Kyrie Irving G,40.65,14.0,24.0,58.3,3.0,6.0,50.0,6.0,6.0,100.0,1.0,4.0,5.0,10.0,2.0,1.0,1.0,3.0,37.0,4.0,"FEB 23, 2019 - BOS @ CHI"
Gordon Hayward,23.733333333333334,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,5.0,-2.0,"FEB 23, 2019 - BOS @ CHI"
Terry Rozier,15.783333333333333,1.0,9.0,11.1,1.0,6.0,16.7,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,-16.0,"FEB 23, 2019 - BOS @ CHI"
Daniel Theis,17.116666666666667,3.0,3.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,4.0,4.0,2.0,1.0,0.0,2.0,2.0,8.0,-5.0,"FEB 23, 2019 - BOS @ CHI"
Jaylen Brown,22.533333333333335,5.0,12.0,41.7,2.0,5.0,40.0,2.0,4.0,50.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,14.0,-7.0,"FEB 23, 2019 - BOS @ CHI"
Jayson Tatum F,34.233333333333334,7.0,13.0,53.8,1.0,2.0,50.0,2.0,2.0,100.0,1.0,9.0,10.0,1.0,1.0,2.0,1.0,1.0,17.0,7.0,"FEB 21, 2019 - BOS @ MIL"
Marcus Morris Sr. F,31.033333333333335,4.0,12.0,33.3,3.0,10.0,30.0,0.0,0.0,0.0,1.0,5.0,6.0,2.0,0.0,0.0,0.0,2.0,11.0,4.0,"FEB 21, 2019 - BOS @ MIL"
Al Horford C,37.13333333333333,8.0,21.0,38.1,2.0,6.0,33.3,3.0,4.0,75.0,7.0,10.0,17.0,5.0,0.0,2.0,3.0,3.0,21.0,12.0,"FEB 21, 2019 - BOS @ MIL"
Marcus Smart G,30.916666666666668,2.0,8.0,25.0,1.0,5.0,20.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,3.0,3.0,1.0,2.0,5.0,9.0,"FEB 21, 2019 - BOS @ MIL"
Kyrie Irving G,41.1,9.0,27.0,33.3,4.0,8.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,22.0,5.0,"FEB 21, 2019 - BOS @ MIL"
Jaylen Brown,23.666666666666668,6.0,9.0,66.7,3.0,4.0,75.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,15.0,-14.0,"FEB 21, 2019 - BOS @ MIL"
Daniel Theis,6.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.0,"FEB 21, 2019 - BOS @ MIL"
Terry Rozier,19.516666666666666,2.0,8.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,4.0,-4.0,"FEB 21, 2019 - BOS @ MIL"
Semi Ojeleye,11.533333333333333,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,-11.0,"FEB 21, 2019 - BOS @ MIL"
Guerschon Yabusele,4.666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,"FEB 21, 2019 - BOS @ MIL"
Gordon Hayward F,34.2,5.0,8.0,62.5,1.0,3.0,33.3,7.0,8.0,87.5,0.0,5.0,5.0,8.0,2.0,1.0,0.0,4.0,18.0,2.0,"FEB 13, 2019 - BOS vs. DET"
Marcus Morris Sr. F,29.383333333333333,5.0,12.0,41.7,1.0,4.0,25.0,0.0,1.0,0.0,3.0,3.0,6.0,1.0,3.0,0.0,0.0,2.0,11.0,-13.0,"FEB 13, 2019 - BOS vs. DET"
Al Horford C,31.033333333333335,6.0,12.0,50.0,3.0,5.0,60.0,2.0,2.0,100.0,3.0,11.0,14.0,8.0,0.0,1.0,0.0,1.0,17.0,26.0,"FEB 13, 2019 - BOS vs. DET"
Jayson Tatum G,33.78333333333333,8.0,18.0,44.4,3.0,8.0,37.5,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,2.0,0.0,2.0,19.0,13.0,"FEB 13, 2019 - BOS vs. DET"
Marcus Smart G,31.55,6.0,11.0,54.5,4.0,9.0,44.4,0.0,0.0,0.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,4.0,16.0,-5.0,"FEB 13, 2019 - BOS vs. DET"
Daniel Theis,17.15,2.0,6.0,33.3,0.0,2.0,0.0,2.0,2.0,100.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,6.0,-16.0,"FEB 13, 2019 - BOS vs. DET"
Jaylen Brown,29.933333333333334,8.0,15.0,53.3,1.0,4.0,25.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,2.0,0.0,3.0,17.0,7.0,"FEB 13, 2019 - BOS vs. DET"
Brad Wanamaker,13.633333333333333,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,7.0,"FEB 13, 2019 - BOS vs. DET"
Semi Ojeleye,19.333333333333332,3.0,4.0,75.0,2.0,3.0,66.7,1.0,2.0,50.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,9.0,19.0,"FEB 13, 2019 - BOS vs. DET"
Jayson Tatum F,34.833333333333336,7.0,15.0,46.7,1.0,1.0,100.0,5.0,5.0,100.0,0.0,10.0,10.0,1.0,1.0,2.0,2.0,5.0,20.0,0.0,"FEB 12, 2019 - BOS @ PHI"
